name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Sutter's Mill,"214 NY-59, Suffern, NY 10901",Grill,airmont,"Laid-back tavern, known for its burgers & wings, with a full bar & TVs for sports watching.",http://suttersmillsuffern.com/,http://suttersmillsuffern.com/wp-content/uploads/2010/08/take-out-menu_11x17.pdf,,,,,1
AJ'S Sushi & Cajun Seafood,"8 N Airmont Rd, Suffern, NY 10901",Seafood,airmont,,http://www.ajsushiandseafood.com/,http://places.singleplatform.com/ajs-sushi--cajun-seafood/menu?ref=google,,,,,1
Airmont Eats,"211 NY-59, Airmont, NY 10901",Restaurant,airmont,"Familiar deli fare, such as wraps, salads & homemade soups, doled out in an airy, industrial space.",,http://www.airmonteats.com/Pages/Menu.aspx?DeptID=0,,,,,1
The Ridge Steakhouse,"310 Saddle River Rd, Monsey, NY 10952",Steak,airmont,"Classic steaks & Japanese sushi offered in a stylish, upscale bistro with a warm vibe.",http://www.ridgesteakhouse.com/,http://www.ridgesteakhouse.com/menu/,,http://www.ridgesteakhouse.com/contact-us/,,Contact,1
Say Cheese Express Kosher Pizza,"329 NY-59, Monsey, NY 10952",Pizza,airmont,,https://www.saycheesekosher.com/,https://www.saycheesekosher.com/order-online,,https://saycheesekosher.com/contact/,,Contact,1
Airmont Diner,"210 NY-59, Suffern, NY 10901",Diner,airmont,"Old-fashioned diner with booth & table seating, serving classic American fare, including breakfast.",http://airmontdinersuffern.com/,http://places.singleplatform.com/airmont-diner/menu?ref=google,,/contact-us,,Contact Us,1
Pita Land Chai,"408 NY-59, Airmont, NY 10952",Pizza,airmont,,https://www.pitalandmonsey.com/,,,https://www.pitalandmonsey.com/contact,,CONTACT,1
Slice 'n Spice,"306 Saddle River Rd, Airmont, NY 10952",Kosher,airmont,,https://www.slicenspicemenu.com/,https://slicelife.com/restaurants/ny/airmont/10952/slice-n-spice/menu,,,,,1
Yoffee Coffee,"414 NY-59 #101, Airmont, NY 10952",Restaurant,airmont,,https://yoffee-coffee-yogurt.business.site/,,,,,Contact,1
Ray's Pizza and Restaurant Tallman,"321 NY-59, Tallman, NY 10982",Pizza,airmont,,http://www.rayspizzatallman.com/,http://www.rayspizzatallman.com/Datamenu.aspx,/GiftCertificate.aspx,/ContactUs.aspx,Gift Certificate,"
        
        
        Contact Us
      
",1
Dynasty King,"296 NY-59, Tallman, NY 10982",Chinese,airmont,,,,,,,,1
Yanay Dips & Salads,"178 NY-59, Monsey, NY 10952",Salad,airmont,,,,,,,,1
Jumbo,"191 NY-59, Suffern, NY 10901",Chinese,airmont,,http://www.jumbosuffern.com/,http://www.jumbosuffern.com/menu,,https://www.jumbosuffern.com/contact,,Contact,1
Ralphie's DinerDeli Inc,"8 Remsen Ave, Monsey, NY 10952",Diner,airmont,,,,,,,,1
Overseas Asian Bistro,"191 NY-59, Suffern, NY 10901",Asian,airmont,,https://overseasasianbistro.com/,,,#contact,,Contact Us,1
Wendy's,"320 NY-59, Airmont, NY 10901",Fast Food,airmont,Fast-food burger chain serving sides such as chili & baked potatoes.,https://locations.wendys.com/united-states/ny/airmont/320-route-59?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,http://www.wendysgiftcards.com/#/home,https://www.wendys.com/contact-us,gift card portal.,Contact page,1
Le Brick,"250 NY-59, Suffern, NY 10901",Kosher,airmont,,https://lebrickrestaurant.com/,https://lebrickrestaurant.com/menu,,/#contact,,Contact,1
Burger King,"260 NY-59, Airmont, NY 10901",Fast Food,airmont,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.",https://burgerking.com/store-locator/store/restaurant_87719,,,,,,1
Popinsanity Gourmet Popcorn,"296 NY-59, Airmont, NY 10901",Popcorn store,airmont,,https://popinsanity.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,,,https://popinsanity.com/contact/,,Contact Us,1
Rella Cafe,"400 Rella Blvd #178, Montebello, NY 10901",Kosher,airmont,,https://m.facebook.com/rellacafe,,,,,,1
Bagel Boys Cafe,"9 N Airmont Rd, Airmont, NY 10901",Cafe,airmont,"Old-fashioned, family-owned counter-serve deli known for bagels, breakfast sandwiches & baked goods.",http://bagelboyscafe.co/,https://www.bagelboyscafe.co/menu,,https://www.bagelboyscafe.co/contact,,Contact,1
Mechels Takeout LLC,"421 NY-59, Monsey, NY 10952",Takeout Restaurant,airmont,,,,,,,,1
PEPPERCRUST,"253 NY-59, Suffern, NY 10901",Fine Dining,airmont,,,,,,,,1
Kyo,"419 NY-59, Monsey, NY 10952",Kosher,airmont,"Veteran establishment featuring kosher versions of Japanese favorites, including sushi.",http://www.kyorestaurant.net/,http://places.singleplatform.com/kyo-japanese-restaurant/menu?ref=google,,,,,1
Nicky's Pizza and Deli,"22 NY-59, Montebello, NY 10901",Pizza,airmont,,http://www.nickyspizzasuffern.com/,http://places.singleplatform.com/nickys-pizza-and-deli/menu?ref=google,,,,,1
LA PIZZERIA,"421 NY-59, Monsey, NY 10952",Pizza,airmont,,,http://www.monseypizza.com/,,https://www.monseypizza.com/contact,,Contact,1
Subway,"60 East W Rte 59, Nanuet, NY 10954",Sandwich,airmont,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://order.subway.com/en-us/restaurant/45348/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=45348&utm_campaign=evergreen-2020,https://order.subway.com/en-us/restaurant/45348/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acquisition&utm_content=45348&utm_campaign=yxt-restaurant-listing-allyear-2020&cid=0:tx:0:swy-web:0:0&segment_code=0,,,,,1
Fireside Kosher,"59 NY-59, Monsey, NY 10952",Kosher,airmont,Kosher restaurant in a mall with a meaty grill menu & an entrance fireplace.,http://www.firesidekosher.com/,https://www.firesidekosher.com/menu,,,,,1
Rendezvous Cafe,"250 NY-59 #110, Suffern, NY 10901",Kosher,airmont,,http://rendezvouskoshercafe.com/,https://slicelife.com/restaurants/ny/suffern/10901/rendevous-kosher-cafe/menu,,,,,1
JR Lobster & Seafood,"251 NY-59, Suffern, NY 10901",Restaurant,airmont,,http://www.jrlobster.com/,,,,,,1
McDonald's,"1 Indian Rock, Suffern, NY 10901",Fast Food,airmont,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",https://www.mcdonalds.com/us/en-us/location/NY/MONTEBELLO/RT-59--HERMION-RD/22279.html?cid=RF:YXT:GMB::Clicks,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=RF:YXT_LS:SI::MGBM,,/us/en-us/contact-us.html,,Contact Us,1
Assaggi E Vino at Marcello's Ristorante,"21 Lafayette Ave, Suffern, NY 10901",Italian,airmont,"Traditional Northern Italian cuisine offered up in a sedate, white-tablecloth setting.",http://www.marcellosgroup.com/,http://www.marcellosgroup.com/menu.html,https://www.chefmarcellogourmetimports.com/gift-certificates-to-marcello-s,contact.html,For Marcellos,Contact & Hours,1
Tamir Kosher Chef,,Caterer,airmont,,https://tamir-kosher-chef.business.site/,https://photos.app.goo.gl/Akgmcw5UnkoYn7hH2,,,,Contact,1
Dunkin',"270 NY-59, Suffern, NY 10901",Coffee shop,airmont,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=339302,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=339302,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        ",1
Kosher Heaven,"Inside 7-Eleven, 14 College Rd, Monsey, NY 10952",Hot Dog Stand,airmont,,https://kosherheaven.business.site/,,,,,Contact,1
